Number,Type,Location,City,State,Zip,Phone,latitude,longitude,
46967,w,311 State Street,Watertown,NY,13601,,43.9736,-75.9055,0
46968,w,311 Washington St,Whiteville,NC,28472,,34.339,-78.7087,0
46969,w,3110 Clark Lane,Columbia,MO,65202,,38.9635,-92.292,0
46970,w,3110 Parker Road,Aurora,CO,80014,,39.6594,-104.849,0
46971,w,3111 13th Ave Sw,Fargo,ND,58103,,46.8617,-96.8289,0
46972,w,3111 E. 14th Street,Oakland,CA,94601,,37.7777,-122.226,0
46973,w,3111 Maple Ave.,Zanesville,OH,43701,,39.9791,-82.0172,0
46974,w,3111 South Missouri Highway 7,Blue Springs,MO,64014,,38.9871,-94.2737,0
46975,w,3113 Airport Blvd.,Mobile,AL,36608,,30.6762,-88.1186,0
46976,w,3113 Edgar Brown Drive,West Orange,TX,77630,,30.0926,-93.7671,0
46977,w,3115 S Lafountain St,Kokomo,IN,46902,,40.4505,-86.1272,0
46978,w,3115 W. Clearwater,Kennewick,WA,99336,,46.2123,-119.163,0
46979,w,31150 Five Mile Road,Livonia,MI,48150,,42.3977,-83.3515,0
46980,w,31159 Harper Avenue,St. Clair Shores,MI,48082,,42.5243,-82.898,0
46981,w,3118 Main St.,Kansas City,MO,64111,,39.0703,-94.5854,0
46982,w,312 Boston Road,Billerica,MA,1821,,42.5716,-71.2775,0
46983,w,312 Caswell Street,Wadesboro,NC,28170,,34.9688,-80.0783,0
46984,w,312 Central Way,Kirkland,WA,98033,,47.6776,-122.203,0
46985,w,312 Old Goff Mountain Road,Cross Lanes,WV,25313,,38.4204,-81.7904,0
46986,w,312 West 5th Street,Benton,KY,42025,,36.8664,-88.358,0
46987,w,3120 Johnson Ferry Rd,Marietta,GA,30062,,34.0262,-84.4241,0
46988,w,3124 Monroe Street,Toledo,OH,43606,,41.6657,-83.5725,0
46989,w,31255 S. R. 20,Oak Harbor,WA,98277,,48.2917,-122.626,0
46990,w,3129 N. University,Peoria,IL,61604,,40.7253,-89.6125,0
46991,w,313 6th Ave.,St. Albans,WV,25177,,38.3859,-81.8343,0
46992,w,313 Second Street,North Wilkesboro,NC,28659,,36.1659,-81.1357,0
46993,w,31301 Van Dyke Road,Warren,MI,48093,,42.5235,-83.0289,0
46994,w,3131 Dickerson Road,Nashville,TN,37207,,36.2314,-86.7586,0
46995,w,314 Hwy 61 South,Hannibal,MO,63401,,39.7027,-91.3879,0
46996,w,3140 E. Florence,Meridian,ID,83642,,43.6162,-116.354,0
46997,w,3140 S Rochester Road,Rochester Hills,MI,48307,,42.6348,-83.1317,0
46998,w,3144 Ambassador Caffrey,Lafayette,LA,70506,,30.1777,-92.0747,0
46999,w,3146 Peachtree Rd.Nw,Atlanta,GA,30305,,33.8376,-84.3795,0
47000,w,3149 W. 3500 South St.,Salt Lake City,UT,84119,,40.6967,-111.965,0
47001,w,315 N Broadway,Salem,NH,3079,,42.7997,-71.2396,0
47002,w,315 Oriskany Blvd,Yorkville,NY,13495,,43.1135,-75.2742,0
47003,w,315 Washington Blvd.,Williamsport,PA,17701,,41.2473,-76.9974,0
47004,w,315 Washington Street,Memphis,TN,38103,,35.1473,-90.044,0
47005,w,3150 Route 88,Point Pleasant,NJ,8742,,40.0791,-74.0883,0
47006,w,3154 Augusta Road,West Columbia,SC,29169,,33.9791,-81.1167,0
47007,w,3155 N.W. Pine Avenue,Ocala,FL,34470,,29.2177,-82.1459,0
47008,w,316 Center St,Wheelersburg,OH,45694,,38.7291,-82.8641,0
47009,w,3160 Se Federal Hwy,Stuart,FL,34994,,27.1656,-80.2269,0
47010,w,3164 Leechburg Rd.,Lower Burrell,PA,15068,,40.5858,-79.7118,0
47011,w,31642 Castaic Road,Castaic,CA,91384,,34.4939,-118.62,0
47012,w,3170 Elizabeth Lake,Waterford,MI,48328,,42.6393,-83.3515,0
47013,w,3171 E Valencia,Tucson,AZ,85706,,32.1343,-110.9,0
47014,w,3176 Westshore Drive,Holland,MI,49422,,42.8266,-86.0859,0
47015,w,3178 Greenwich Rd,Norton,OH,44203,,41.0258,-81.6406,0
47016,w,3180 Monroe Avenue,Rochester,NY,14618,,43.1002,-77.5355,0
47017,w,3180 Niagara Falls Blvd,Amherst,NY,14228,,43.041,-78.8242,0
47018,w,3182 Peters Creek Parkway,Winston Salem,NC,27103,,36.0428,-80.2602,0
47019,w,3183 Atlantic Avenue,Brooklyn,NY,11225,,40.6797,-73.8789,0
47020,w,319 Richwood Rd,Walton,KY,41094,,38.9142,-84.635,0
47021,w,3190 Towne Blvd,Middletown,OH,45044,,39.4843,-84.3304,0
47022,w,3191 Gulf Breeze Pkwy,Gulf Breeze,FL,32561,,30.3864,-87.0897,0
47023,w,3193 Manchester Road,Akron,OH,44319,,41.0129,-81.5538,0
47024,w,3196 Austin-Peay Hwy,Memphis,TN,38128,,35.2122,-89.9181,0
47025,w,3197 Cape Horn Road,Red Lion,PA,17356,,39.9161,-76.6295,0
47026,w,32 N. Brookwood Drive,Hamilton,OH,45013,,39.4208,-84.589,0
47027,w,32 Old Town House Road,South Yarmouth,MA,2664,,41.6841,-70.2071,0
47028,w,320 Dixie Way South,South Bend,IN,46637,,41.7123,-86.2502,0
47029,w,320 E. Ogden,Westmont,IL,60559,,41.8104,-87.9656,0
47030,w,320 North Beacon,Grand Haven,MI,49417,,43.0652,-86.2204,0
47031,w,320 Northlake Blvd.,Lake Park,FL,33403,,26.8068,-80.0566,0
47032,w,320 Route 59,Airmont,NY,10901,,41.1114,-74.0985,0
47033,w,320 Village Center Drive,Swedesboro,NJ,8085,,39.7574,-75.3565,0
47034,w,3200 Chili Ave.,Rochester,NY,14624,,43.1055,-77.7497,0
47035,w,3200 Custer Rd.,Plano,TX,75075,,33.04,-96.7335,0
47036,w,3200 Irvin Cobb Dr,Paducah,KY,42003,,37.0489,-88.565,0
47037,w,3200 N. Main,Anderson,SC,29621,,34.541,-82.668,0
47038,w,3200 Parkway Center Ct,Orlando,FL,32808,,28.5995,-81.4181,0
47039,w,3200 S. Las Vegas Blvd. Ste 3060,Las Vegas,NV,89109,,36.1271,-115.168,0
47040,w,3200 South Virginia,Reno,NV,89502,,39.494,-119.798,0
47041,w,3201 Buttermilk Road,Cottondale,AL,35453,,33.1688,-87.4486,0
47042,w,3201 N Kings Hwy,Myrtle Beach,SC,29577,,33.7113,-78.8615,0
47043,w,3201 Peoples Street,Johnson City,TN,37604,,36.3524,-82.3939,0
47044,w,3206 N.W. Tamiami Trail,Port Charlotte,FL,33952,,26.9842,-82.1015,0
47045,w,3207 Highway 6 & 24,Clifton,CO,81504,,39.0916,-108.44,0
47046,w,3208 Preston Rd.,Frisco,TX,75034,,33.1048,-96.8057,0
47047,w,3209 S.W. College Road,Ocala,FL,34474,,29.1585,-82.1766,0
47048,w,321 Beall Ave.,Wooster,OH,44691,,40.8017,-81.9343,0
47049,w,321 S Greeno Road,Fairhope,AL,36532,,30.5171,-87.8863,0
47050,w,3210 Cornhusker Hwy,Lincoln,NE,68504,,40.8427,-96.6755,0
47051,w,3210 E Jensen,Fresno,CA,93706,,36.7067,-119.77,0
47052,w,3211 Edwards Lake Pkwy,Birmingham,AL,35253,,33.5997,-86.6482,0
47053,w,3213 Princeton Road,Indian Springs,OH,45011,,39.3922,-84.5404,0
47054,w,3216 Texas Ave.,Bryan,TX,77801,,30.6411,-96.3511,0
47055,w,3217 Clearlake Avenue,Springfield,IL,62701,,39.8019,-89.6057,0
47056,w,3218 Wilmington Road,New Castle,PA,16105,,41.0512,-80.3495,0
47057,w,3219 W. Kimberly Road,Davenport,IA,52806,,41.5602,-90.6239,0
47058,w,3220 Dayton-Xenia Rd.,Beavercreek,OH,45434,,39.727,-84.054,0
47059,w,3220 N. Anthony Blvd.,Fort Wayne,IN,46805,,41.1087,-85.1122,0
47060,w,3222 Old Humes Road,Janesville,WI,53545,,42.7151,-88.992,0
47061,w,3225 Harrison Avenue,Butte,MT,59701,,45.9785,-112.508,0
47062,w,3225 N Fifth Street Hwy,Reading,PA,19605,,40.3829,-75.9273,0
47063,w,323 S. Cooper,Jackson,MI,49201,,42.2471,-84.4019,0
47064,w,3232 Cleveland Av. Nw,Canton,OH,44709,,40.8319,-81.3875,0
47065,w,3232 East Towne Mall Circle,Knoxville,TN,37924,,36.033,-83.8785,0
47066,w,3232 Lavon Drive,Garland,TX,75040,,32.9468,-96.6207,0
47067,w,3239 S. Arlington Road,Akron,OH,44312,,40.9849,-81.4928,0
47068,w,324 S. Canal,Carlsbad,NM,88220,,32.4177,-104.229,0
47069,w,324 W. Perkins Av.,Sandusky,OH,44870,,41.4329,-82.7034,0
47070,w,3240 Point Mallard Pkwy,Decatur,AL,35603,,34.5557,-86.9552,0
47071,w,3245 South State Street,Salt Lake City,UT,84115,,40.701,-111.887,0
47072,w,325 19th St W,Dickinson,ND,58601,,46.9034,-102.79,0
47073,w,325 Fm 2094,Clear Lake Shores,TX,77565,,29.5406,-95.0275,0
47074,w,325 Highway 15 South,Louisville,MS,39339,,33.0895,-89.0627,0
47075,w,325 N. Central Ave.,Hapeville,GA,30354,,33.6538,-84.3996,0
47076,w,325 N. Main Street,Holly Springs,NC,27540,,35.6545,-78.8342,0
47077,w,325 S. Centre Street,Cumberland,MD,21502,,39.6486,-78.7598,0
47078,w,3250 Dale Rd.,Modesto,CA,95350,,37.6878,-121.053,0
47079,w,3250 S. Topeka Ave.,Topeka,KS,66617,,39.0083,-95.6875,0
47080,w,32500 John R. Road,Madison Heights,MI,48071,,42.5306,-83.1067,0
47081,w,3251 Las Vegas Blvd. N.,Las Vegas,NV,89115,,36.2174,-115.094,0
47082,w,3252 N John Young Pkwy,Kissimmee,FL,34741,,28.3454,-81.4204,0
47083,w,3259 East 3300 South,Salt Lake City,UT,84109,,40.7001,-111.801,0
47084,w,326 Elmira Rd,Ithaca,NY,14850,,42.4252,-76.5133,0
47085,w,3260 Erie Blvd,De Witt,NY,13214,,43.0504,-76.0721,0
47086,w,3260 Riverside Drive,Danville,VA,24541,,36.5868,-79.4204,0
47087,w,32601 Vine St.,Willowick,OH,44095,,41.6423,-81.4563,0
47088,w,3265 E. Cherokee Drive,Canton,GA,30115,,34.1781,-84.4211,0
47089,w,3266 Highway 17,Green Cove Springs,FL,32043,,29.9915,-81.6787,0
47090,w,3267 W 10th St,Greeley,CO,80631,,40.423,-104.732,0
47091,w,327 East Fairmount Avenue,Lakewood,NY,14750,,42.0987,-79.2991,0
47092,w,327 Ridge Road,Lyndhurst,NJ,7071,,40.8085,-74.1191,0
47093,w,327 W Reservoir Road,Woodstock,VA,22664,,38.8707,-78.5248,0
47094,w,327 West McKinley,Mishawaka,IN,46545,,41.68,-86.1854,0
47095,w,3270 Dauphin St.,Mobile,AL,36606,,30.6896,-88.1227,0
47096,w,32715 Eiland Blvd,Zephyrhills,FL,33542,,28.2189,-82.2465,0
47097,w,3273 S Us Hwy 421,Harlan,KY,40831,,36.8535,-83.2965,0
47098,w,3275 Orchard Park Rd,Orchard Park,NY,14127,,42.7963,-78.7511,0
47099,w,3275 Thomas Street,Memphis,TN,38127,,35.215,-90.0312,0
47100,w,328 Queen Street,Southington,CT,6489,,41.6265,-72.8734,0
47101,w,328 S. Bickett Blvd.,Louisburg,NC,27549,,36.0907,-78.3004,0
47102,w,3280 W. State Road 38,Pendleton,IN,46064,,39.9903,-85.7414,0
47103,w,3285 W. Jacob Drive,Bloomington,IN,47404,,39.1648,-86.5808,0
47104,w,329 Main Street,Waterville,ME,4901,,44.5664,-69.6372,0
47105,w,329 Winchester St.,Keene,NH,3431,,42.9237,-72.29,0
47106,w,32967 Michigan Avenue,Wayne,MI,48184,,42.2828,-83.3639,0
47107,w,33 Crystal Run Road,Middletown,NY,10940,,41.4466,-74.3618,0
47108,w,33 Sawmill River Road,Hawthorne,NY,10532,,41.0809,-73.8185,0
47109,w,330 Harding Place,Nashville,TN,37211,,36.0863,-86.6982,0
47110,w,330 Larkin Dr.,Monroe,NY,10950,,41.3158,-74.1336,0
47111,w,330 Middlesex Ave.,Medford,MA,2153,,42.4133,-71.08,0
47112,w,330 W. Nine Mile Rd,Hazel Park,MI,48030,,42.4613,-83.1076,0
47113,w,3300 Duke Street,Alexandria,VA,22314,,38.808,-77.0861,0
47114,w,3300 Freedom Dr.,Charlotte,NC,28208,,35.2445,-80.892,0
47115,w,3300 Hwy 278 N.E.,Covington,GA,30014,,33.6029,-83.8546,0
47116,w,3300 Johnston Street,Lafayette,LA,70503,,30.2027,-92.051,0
47117,w,3300 S. Oneida,Appleton,WI,54915,,44.2309,-88.4028,0
47118,w,3300 W Commercial Blvd,Fort Lauderdale,FL,33309,,26.1863,-80.1882,0
47119,w,3300 Whipple Road,Canton,OH,44718,,40.8354,-81.424,0
47120,w,3301 Biscayne Blvd,Miami,FL,33137,,25.8076,-80.1893,0
47121,w,3301 Cane Run Road,Louisville,KY,40211,,38.2244,-85.8093,0
47122,w,3301 Hazelton Rd,Edina,MN,55435,,44.8743,-93.3225,0
47123,w,3301 Lone Oak Rd.,Lone Oak,KY,42001,,37.0333,-88.6695,0
47124,w,3301 Plainfield N.E.,Grand Rapids,MI,49505,,43.0211,-85.6354,0
47125,w,3302 North 4th Street,Longview,TX,75605,,32.5386,-94.7291,0
47126,w,3302 Washington Street,Forrest City,AR,72335,,35.0446,-90.7929,0
47127,w,3303 West Lake Houston Parkway,Kingwood,TX,77325,,30.0583,-95.1872,0
47128,w,3305 W. College Drive,Cheyenne,WY,82007,,41.0994,-104.851,0
47129,w,3306 E. Michigan Avenue,Jackson,MI,49202,,42.2568,-84.3602,0
47130,w,3309 Center Road,Brunswick,OH,44212,,41.2385,-81.8102,0
47131,w,331 Cedar Bluff Rd.,Knoxville,TN,37929,,35.9234,-84.0947,0
47132,w,331 Rockaway Turnpike,Lawrence,NY,11559,,40.6229,-73.7345,0
47133,w,331 S. 32nd Street,Muskogee,OK,74401,,35.7532,-95.403,0
47134,w,331 South Hanover,Carlisle,PA,17013,,40.1961,-77.1898,0
47135,w,331 South Road,Farmington,CT,6032,,41.726,-72.7623,0
47136,w,3310 East Lincoln Hwy,Merrillville,IN,46410,,41.4718,-87.2965,0
47137,w,3315 Cobb Parkway,Acworth,GA,30101,,34.0332,-84.6696,0
47138,w,3315 N. Ridge East F-4,Ashtabula,OH,44004,,41.8793,-80.8677,0
47139,w,3320 Route 1 280 Quaker Bridge Mall,Lawrenceville,NJ,8648,,40.291,-74.6852,0
47140,w,3320 W. Northern Ave.,Pueblo,CO,81005,,38.2431,-104.649,0
47141,w,3322 Lake Street,Baton Rouge,LA,70802,,30.4181,-91.179,0
47142,w,3323 Columbia Blvd,Titusville,FL,32780,,28.5515,-80.838,0
47143,w,3323 E. Washington St,Indianapolis,IN,46201,,39.7685,-86.1091,0
47144,w,3324 Front Street (Hwy 15),Winnsboro,LA,71295,,32.1472,-91.706,0
47145,w,3324 N Gloster Street,Tupelo,MS,38801,,34.3175,-88.7063,0
47146,w,3325 N. Causeway Blvd.,Metairie,LA,70002,,30.01,-90.1549,0
47147,w,333 Franklin Ave.,Belleville,NJ,7109,,40.8014,-74.1702,0
47148,w,3330 W. Bethany Home Rd.,Phoenix,AZ,85017,,33.5239,-112.134,0
47149,w,3333 Tower Ave.,Superior,WI,54880,,46.6999,-92.1041,0
47150,w,3333 W. Tropicana Ave,Las Vegas,NV,89103,,36.1001,-115.102,0
47151,w,3334 E. Sunshine,Springfield,MO,65804,,37.1803,-93.2277,0
47152,w,3334 W Lincoln Way,Ames,IA,50010,,42.0226,-93.6633,0
47153,w,3336 State Route 30 East,Warsaw,IN,46580,,41.2295,-85.799,0
47154,w,3337 Rainbow Drive,Rainbow City,AL,35906,,33.9583,-86.0378,0
47155,w,3338 Clark St,Alamosa,CO,81101,,37.4729,-105.857,0
47156,w,3340 Coors Nw,Albuquerque,NM,87120,,35.1207,-106.702,0
47157,w,3341 E. 31st Street,Tulsa,OK,74135,,36.1188,-95.9396,0
47158,w,3342 Wrightsboro Rd.,Augusta,GA,30904,,33.4684,-82.0721,0
47159,w,33464 Lee Highway,Glade Spring,VA,24340,,36.7741,-81.7662,0
47160,w,33475 Yucaipa Blvd,Yucaipa,CA,92399,,34.0343,-117.073,0
47161,w,335 Fifth Avenue,New York,NY,10016,,40.7476,-73.9849,0
47162,w,335 Highway 425 North,Monticello,AR,71655,,33.5029,-91.8292,0
47163,w,335 W. Granada Ave.,Ormond Beach,FL,32174,,29.2932,-81.0708,0
47164,w,3350 Oakwood Blvd.,Hollywood,FL,33020,,26.0334,-80.1599,0
47165,w,3350 Shelby Lane,East Point,GA,30344,,33.6225,-84.4938,0
47166,w,3351 1st. Ave.,Evansville,IN,47710,,38.0095,-87.574,0
47167,w,3355 Leonardtown Road,Waldorf,MD,20604,,38.6208,-76.9006,0
47168,w,336 15th Avenue S,St. Petersburg,FL,33701,,27.7556,-82.6389,0
47169,w,336 Baltimore Pike,Bel Air,MD,21014,,39.53,-76.351,0
47170,w,3360 Glendale Avenue,Toledo,OH,43614,,41.6125,-83.6225,0
47171,w,3362 Main Street,Buffalo,NY,14214,,42.9546,-78.8219,0
47172,w,33651 23 Mile Road,Chesterfield,MI,48047,,42.6757,-82.7683,0
47173,w,3367 South 5600 West,West Valley City,UT,84120,,40.6989,-112.025,0
47174,w,3367 Sterns Road,Lambertville,MI,48144,,41.7494,-83.627,0
47175,w,3382 Virginia Beach Blvd.,Virginia Beach,VA,23452,,36.8419,-76.091,0
47176,w,3383 S. Buford Hwy.,Atlanta,GA,30329,,33.847,-84.324,0
47177,w,3385 Centerville Hwy.,Snellville,GA,30039,,33.8197,-84.0359,0
47178,w,339-345 West Market Street,Newark,NJ,7107,,40.7458,-74.1901,0
47179,w,3390 Lehigh Street,Allentown,PA,18103,,40.5537,-75.4903,0
47180,w,340 Fairview Road,Ellenwood,GA,30294,,33.62,-84.236,0
47181,w,340 Se 1st Avenue,Florida City,FL,33034,,25.4452,-80.4763,0
47182,w,3400 E. Sky Harbor Blvd.,Phoenix,AZ,85034,,33.436,-112.03,0
47183,w,3400 Olympia Dr.,Raleigh,NC,27603,,35.7329,-78.6522,0
47184,w,3400 Portland Rd,Newberg,OR,97132,,45.307,-122.945,0
47185,w,3400 S. Cooper,Arlington,TX,76015,,32.6914,-97.1282,0
47186,w,3400 Sheridan Road,Zion,IL,60099,,42.414,-87.8258,0
47187,w,3400 Sugarloaf Parkway,Lawrenceville,GA,30044,,33.9217,-84.0156,0
47188,w,3401 Fort Campbell Blvd,Clarksville,TN,37042,,36.6387,-87.4362,0
47189,w,3401 Lincoln Way West,South Bend,IN,46628,,41.692,-86.297,0
47190,w,3404 172 Nd St Ne,Arlington,WA,98223,,48.207,-121.953,0
47191,w,3404 Court Street,Catlettsburg,KY,41129,,38.4021,-82.6012,0
47192,w,3406 N. Elizabeth St.,Pueblo,CO,81008,,38.3057,-104.615,0
47193,w,34092 Us Hwy 19 N,Palm Harbor,FL,34684,,28.0813,-82.7393,0
47194,w,3410 William Penn Hwy,Pittsburgh,PA,15235,,40.4305,-79.8146,0
47195,w,3413 Horizon Blvd,Trevose,PA,19053,,40.1366,-74.9643,0
47196,w,3416 W. 16th Street,Bedford,IN,47421,,38.8609,-86.5173,0
47197,w,3419 Lebanon Road,Hermitage,TN,37076,,36.1882,-86.6292,0
47198,w,3420 Central Avenue,Lake Station,IN,46405,,41.5744,-87.2425,0
47199,w,3420 Salem Avenue,Dayton,OH,45406,,39.792,-84.2434,0
47200,w,3421 Denny Avenue,Pascagoula,MS,39581,,30.3883,-88.5136,0
47201,w,3422 Taylor Road,Louisville,KY,40215,,38.1989,-85.7829,0
47202,w,3424 Winfield Dunn Parkway,Kodak,TN,37764,,35.9796,-83.6078,0
47203,w,3425 S.E. Frank Phillips Rd.,Bartlesville,OK,74003,,36.7506,-95.9394,0
47204,w,343 Center Street,Ludlow,MA,1056,,42.1659,-72.4835,0
47205,w,343 Folly Rd.,James Island,SC,29412,,32.7581,-79.9737,0
47206,w,343 S Sandusky,Bucyrus,OH,44820,,40.8061,-82.9757,0
47207,w,3431 Columbia Pike,Arlington,VA,22204,,38.8613,-77.0918,0
47208,w,34323 Center Ridge,North Ridgeville,OH,44039,,41.3974,-81.9975,0
47209,w,3435 N. Salida St.,Aurora,CO,80011,,39.7613,-104.773,0
47210,w,3438 Thomasville,Tallahassee,FL,32308,,30.5069,-84.2501,0
47211,w,344 East 95th Street,Chicago,IL,60619,,41.7218,-87.615,0
47212,w,3440 Donnell Drive,Forestville,MD,20747,,38.8447,-76.8851,0
47213,w,3442 Ernest W. Barrett Parkway N.W.,Marietta,GA,30064,,33.95,-84.6235,0
47214,w,3445 Broadway,Grove City,OH,43123,,39.8943,-83.0834,0
47215,w,34450 Plymouth Rd,Livonia,MI,48150,,42.368,-83.3826,0
47216,w,345 Valley Ave,Birmingham,AL,35209,,33.4783,-86.8113,0
47217,w,3450 W Florida Blvd,Hemet,CA,92543,,33.7477,-116.995,0
47218,w,3450 W Greenway,Phoenix,AZ,85023,,33.6252,-112.13,0
47219,w,3450 West Monte Vista Ave.,Turlock,CA,95380,,37.5196,-120.881,0
47220,w,3450 Wrightsboro,Augusta,GA,30904,,33.4671,-82.0798,0
47221,w,34528 N Highway 45,Third Lake,IL,60030,,42.3624,-88.001,0
47222,w,3454 Dorr Street,Toledo,OH,43607,,41.653,-83.6236,0
47223,w,3455 Alhambra Blvd,Martinez,CA,94553,,38.0006,-122.132,0
47224,w,3455 N. Cleveland Ave.,Columbus,OH,43224,,40.0364,-82.9629,0
47225,w,3456 Ross Clark Circle Nw,Dothan,AL,36301,,31.2439,-85.4293,0
47226,w,3460 Beach Blvd,Jacksonville,FL,32207,,30.3029,-81.6287,0
47227,w,3460 Biddle Ave.,Wyandotte,MI,48192,,42.1985,-83.1514,0
47228,w,3461 Old Halifax,South Boston,VA,24592,,36.7326,-78.9182,0
47229,w,3465 Simpson Ferry Road,Camp Hill,PA,17011,,40.2266,-76.9362,0
47230,w,3465 Stickney Avenue,Toledo,OH,43608,,41.686,-83.5265,0
47231,w,347 Highway 129 Bypass,Robbinsville,NC,28771,,35.447,-83.9396,0
47232,w,3473 Harbor Petosky Rd.,Harbor Springs,MI,49740,,45.4276,-84.9135,0
47233,w,3475 East Washington,Saginaw,MI,48601,,43.4499,-83.8937,0
47234,w,3477 Brunswick Pike,Princeton,NJ,8540,,40.3064,-74.6682,0
47235,w,3478 River Hills Drive,Newtown,OH,45244,,39.1243,-84.3542,0
47236,w,348 N. Sunrise Avenue,Roseville,CA,95661,,38.7534,-121.258,0
47237,w,348 South Main Street,Colchester,CT,6415,,41.5667,-72.3264,0
47238,w,3480 Lincoln Highway,Thorndale,PA,19372,,39.9951,-75.7512,0
47239,w,3487 Bethel Road Se,Port Orchard,WA,98366,,47.5176,-122.631,0
47240,w,349 5th Avenue,Pittsburgh,PA,15222,,40.4409,-79.9992,0
47241,w,349 Devereaux Dr.,Natchez,MS,39120,,31.5594,-91.3692,0
47242,w,349 E. Kamehameha Avenue,Kahului,HI,96732,,20.8904,-156.462,0
47243,w,349 Washington Street,Boston,MA,2108,,42.3567,-71.0593,0
47244,w,3490 South 8000 West,Magna,UT,84044,,40.6967,-112.083,0
47245,w,3492 Main Street,Helen,GA,30545,,34.7012,-83.7306,0
47246,w,35 Marianna St,Fall River,MA,2721,,41.6762,-71.1628,0
47247,w,35 S. Kings Hgwy.,Cape Girardeau,MO,63703,,37.3061,-89.5519,0
47248,w,35 U.S. Hwy 206 S.,Chester,NJ,7930,,40.7837,-74.6981,0
47249,w,350 Fairview Avenue,Hudson,NY,12534,,42.2682,-73.7612,0
47250,w,350 South College Road,Wilmington,NC,28403,,34.2357,-77.8736,0
47251,w,3500 High Point Rd,Greensboro,NC,27407,,36.0405,-79.8472,0
47252,w,3500 N. Terminal Rd.,Houston,TX,77032,,29.9869,-95.3373,0
47253,w,3500 North Boulevard,Alexandria,LA,71301,,31.2787,-92.4573,0
47254,w,3500 Washington Rd,McMurray,PA,15317,,40.2849,-80.1201,0
47255,w,3501 North Mesa,El Paso,TX,79902,,31.7849,-106.506,0
47256,w,3503 Dixie Bee Highway,Terre Haute,IN,47802,,39.3553,-87.4098,0
47257,w,3503 W. State St.,Grand Island,NE,68803,,40.9386,-98.3824,0
47258,w,3504 W. Century Blvd.,Inglewood,CA,90303,,33.9454,-118.335,0
47259,w,3504 W. Highway 76,Branson,MO,65616,,36.6393,-93.2856,0
47260,w,3505 Gerstner Memorial Drive,Lake Charles,LA,70605,,30.1962,-93.1801,0
47261,w,3506 Harstel Drive,Colorado Springs,CO,80920,,38.9386,-104.761,0
47262,w,3507 North Navarro,Victoria,TX,77901,,28.827,-97.0009,0
47263,w,3507 W. 86th Street,Indianapolis,IN,46268,,39.9114,-86.2214,0
47264,w,3508 Brewerton Rd,Syracuse,NY,13212,,43.1131,-76.1462,0
47265,w,3508 Lakeland Drive,Flowood,MS,39232,,32.3314,-90.1079,0
47266,w,350a Motor Parkway,Hauppauge,NY,11788,,40.8079,-73.2477,0
47267,w,351 East 16th Street,Yuma,AZ,85364,,32.6984,-114.617,0
47268,w,351 Patteson Drive,Morgantown,WV,26505,,39.6494,-79.9759,0
47269,w,3510 West Pinhook Road,Lafayette,LA,70508,,30.1611,-91.9916,0
47270,w,3513 McKinley Parkway,Hamburg,NY,14075,,42.7929,-78.8111,0
47271,w,3515 Grand Oak Ave,Corona,CA,92881,,33.821,-117.518,0
47272,w,3515 Mac Corkle Ave.S.E.,Charleston,WV,25304,,38.328,-81.5981,0
47273,w,3516 E 118th Street,Chicago,IL,60617,,41.6812,-87.5368,0
47274,w,3516 Warrensville Centerd,Shaker Heights,OH,44122,,41.4642,-81.5361,0
47275,w,3519 Broadway,Fort Wayne,IN,46807,,41.0527,-85.1565,0
47276,w,3519 W. 10th St.,Great Bend,KS,67530,,38.3619,-98.7867,0
47277,w,3521 Custer Parkway,Richardson,TX,75080,,32.9994,-96.7294,0
47278,w,3521 Edgemont Avenue,Brookhaven,PA,19015,,39.8725,-75.3874,0
47279,w,35229 Newark Boulevard,Newark,CA,94560,,37.5491,-122.047,0
47280,w,3524 Mt. Holly-Huntersville Road,Charlotte,NC,28241,,35.3236,-80.9469,0
47281,w,3524 West Broadway,Council Bluffs,IA,51501,,41.2619,-95.9051,0
47282,w,3527 Hillsborough Rd.,Durham,NC,27705,,36.0213,-78.9514,0
47283,w,3527 Washington,Ogden,UT,84403,,41.1995,-111.971,0
47284,w,353 West 200 North,Kaysville,UT,84037,,41.0381,-111.945,0
47285,w,3530 8th St. Sw,Altoona,IA,50009,,41.6441,-93.5011,0
47286,w,3530 Broadway,Quincy,IL,62301,,39.9352,-91.3593,0
47287,w,3530 Hwy 31 South,Pelham,AL,35124,,33.2675,-86.81,0
47288,w,3530 W. Jefferson,Fort Wayne,IN,46802,,41.0744,-85.1877,0
47289,w,3531 N. Ponce De Leon Blvd,St. Augustine,FL,32084,,29.9248,-81.3255,0
47290,w,3535 E. Irvington Road,Tucson,AZ,85714,,32.1631,-110.904,0
47291,w,3535 Hollywood Blvd,Hollywood,FL,33021,,26.0108,-80.1792,0
47292,w,3536 Country Club Dr,Jefferson City,MO,65101,,38.5839,-92.2509,0
47293,w,3540 Gus Thomasson Rd.,Mesquite,TX,75150,,32.812,-96.6346,0
47294,w,3541 S. Meridian,Wichita,KS,67217,,37.6331,-97.3708,0
47295,w,3542 N Military Hwy,Norfolk,VA,23518,,36.8915,-76.2208,0
47296,w,3543 Mendenhall,Memphis,TN,38115,,35.052,-89.8862,0
47297,w,3545 S. High Street,Columbus,OH,43207,,39.8888,-82.9981,0
47298,w,355 W. Hillsboro Blvd.,Deerfield Beach,FL,33441,,26.3185,-80.1093,0
